|"id"|"Completado"|"Última página vista"|"Lenguaje inicial"|"Contraseña"|"Municipio "|"Facultad"|"Programa"|"Semestre"|"Genero"|"[¿Cómo califica Usted la Formación Académica impartida por el Programa al que pertenece?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Considera Usted que los conocimientos  adquiridos  en su programa  académico,  son acordes a las necesidades  y expectativas de la región? ] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica la programación de los horarios de clase ?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted  el material bibliográfico existente en su Programa?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted  las ayudas didácticas existentes en su Programa?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la atención del personal administrativo del Programa al que pertenece?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la atención del personal administrativo de la Facultad a la que pertenece?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted el cumplimiento de horarios del personal docente en su Programa Académico?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la metodología de enseñanza de los docentes de su Programa?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted a los docentes de la Universidad en cuanto a dominio de los cursos?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted a los docentes en cuanto a la vocación de servicio?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la gestión de los directivos de la Universidad?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la cantidad actual de computadores en su Facultad?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted la infraestructura de las aulas de clase, auditorios, espacios de estudio y su equipamiento?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"[¿Cómo califica Usted el estado de aseo y mantenimiento de las aulas de clase, auditorios, espacios de estudio y baños de su Facultad?] 
	Marque la opción según corresponda, calificando los siguientes aspectos del Programa al cual usted pertenece, en un rango de 1 a 5 donde:

	5= Excelente  4=Bueno  3= Regular,  2= Malo  1= Muy Malo"|"¿Cómo califica Usted  las prácticas académicas desarrolladas en su Programa?
(si califica menor de 3 explicar por qué)"|"Justifique la respuesta anterior"|"¿De la Formación Académica ofrecida por su Programa que le gustaría que se mejore prioritariamente?"|"
"
756|1268|"2015-12-02 09:58:44"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|5|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"||"que mejoren las prácticas y se adecuen los espacios de trabajo"|
757|1269|"2015-12-02 10:00:01"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|7|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"||"los talleres en los cuales se trabaja"|
758|1270|"2015-12-02 10:08:44"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|7|"Masculino"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"||"me gustaria que se mejoren los talleres de trabajo e implementar más herramientas para poder trabajar mejor "|
759|1271|"2015-12-02 10:11:17"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|7|"Masculino"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"||"la aplicación de materias como sistemas en los primeros semestres. Ampliación de talleres y máquinas para desarrollar proyectos académicos"|
760|1272|"2015-12-02 10:18:40"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|7|"Masculino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"2=Malo"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"2=Malo"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"2=Malo"|"3=Regular"|"3=Regular"||"que exista una manera de conectarse con el mismo programa de otras universidades del país para que exista una retroalimentación y ampliar los conocimientos"|
761|1273|"2015-12-02 10:21:01"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|7|"Masculino"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"2=Malo"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"1=Muy Malo"|"no hay prácticas externas"|"en cuanto a las prácticas que se de una por semestre"|
762|1274|"2015-12-02 10:24:40"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|7|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"los docentes estan muy capacitados y eso es excelente lo malo es que ni ellos ni nosotros contamos con la maquinaria ni equipos para mejorar la calidad de enseñanza"|
763|1275|"2015-12-02 10:28:32"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|7|"Femenino"|"3=Regular"|"3=Regular"|"3=Regular"|"2=Malo"|"2=Malo"|"3=Regular"|"4=Bueno"|"2=Malo"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"5=Excelente"||"se necesitan más prácticas porque es la única forma de conocer industria, en Pasto no hay, en otros programas tienen más posibilidad de prácticas y les ayuda más a la universidad a las otras facultades nos tienen olvidadas "|
764|1276|"2015-12-02 10:32:33"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|7|"Femenino"|"2=Malo"|"1=Muy Malo"|"4=Bueno"|"2=Malo"|"1=Muy Malo"|"4=Bueno"|"5=Excelente"|"3=Regular"|"2=Malo"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"2=Malo"|"3=Regular"|"1=Muy Malo"||"al ser diseño industrial se necesita de prácticas coherentes con el programa y mínimo 5 prácticas pero nunca se realizan y en su defecto son los estudiantes quienes deben hacer todo y cuando aprueban la práctica los recursos que da la universidad son vergonzosos."|
765|1277|"2015-12-02 10:36:51"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|7|"Masculino"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"1=Muy Malo"|"4=Bueno"|"5=Excelente"|"2=Malo"|"2=Malo"|"3=Regular"|"4=Bueno"|"4=Bueno"|"2=Malo"|"2=Malo"|"2=Malo"|"3=Regular"||"la metodología los procesos de investigación más lectura sobre temas de diseño contemporaneo enseñanza de esto y menos historia"|
766|1278|"2015-12-02 10:41:01"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|7|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"||"a los talleres les hace falta herramientas y mejoramiento de estos, así también mejorar y/o cambiar el personal encargado de estos talleres"|
767|1279|"2015-12-02 10:43:49"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|7|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"||"que se mejoren los talleres con más maquinaria y herramienta y que los docentes se actualicen cada vez más con el diseño industrial tanto nacional como internacional-mente gracias!! "|
768|1280|"2015-12-02 10:46:36"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|9|"Femenino"|"3=Regular"|"3=Regular"|"3=Regular"|"2=Malo"|"2=Malo"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"2=Malo"||"actualizar las materias y enseñar sistemas desde 1 semestre ya que no es justo que no nos enseñen pero lo exijan en las materias"|
769|1281|"2015-12-02 10:50:51"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|9|"Masculino"|"3=Regular"|"2=Malo"|"4=Bueno"|"1=Muy Malo"|"1=Muy Malo"|"1=Muy Malo"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"2=Malo"|"3=Regular"|"1=Muy Malo"|"no se realizan las suficientes y no hay fondos para las pocas que hay"|"mejorar materias de materiales, talleres, prácticas, aclarar a varios profesores como Cristina Ascuntar que las clases deben cumplirse en totalidad y dar varias asesorías y no repetir los proyectos cada año."|
770|1282|"2015-12-02 10:53:27"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|9|"Masculino"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"||"de la formación académica me gustaría que modificaran el pensum y nos enseñaran mas programas de diseño desde primer semestre"|
771|1283|"2015-12-02 10:56:52"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|9|"Masculino"|"4=Bueno"|"3=Regular"|"4=Bueno"|"1=Muy Malo"|"1=Muy Malo"|"2=Malo"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"||"estamos en una época digital lo mínimo que podrian hacer es dar a conocer las temáticas soobre manejo de software en semestres mas tempranos NOS TIENE CONDENADOS AL ATRAZO!!"|
772|1284|"2015-12-02 11:22:58"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|9|"Femenino"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"||"algunas materias son necesarias verlas desde los primeros semestres"|
773|1285|"2015-12-02 11:32:23"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|9|"Masculino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"||"como parte del mejoramiento de la carrera de diseño industrial se puede incluir que se enfatizara en cada una de las áreas de estudio de la carrera como por ejemplo diseño urbano de modas automotriz o transporte de sistemas ya que con esto incrementaría la calidad académica los estudiantes buscamos una rama en específico del diseño con la cual queremos trabajar"|
774|1286|"2015-12-02 11:35:42"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|9|"Femenino"|"4=Bueno"|"3=Regular"|"4=Bueno"|"2=Malo"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"||"me gustaría que se mejore la temática que se desarrolla en el programa ya que hay muchas materias de ""relleno#¿"" muchas veces no aportan mucho al programa de diseño"|
775|1287|"2015-12-02 11:38:20"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|9|"Masculino"|"4=Bueno"|"3=Regular"|"5=Excelente"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"2=Malo"||"herramienta y maquinaria en los talleres"|
776|1288|"2015-12-02 11:40:09"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|9|"Masculino"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"||"mejorar en maquinaria, talleres y herramientas didácticas"|
777|1289|"2015-12-02 11:42:37"|1|"es"||"Pasto"|"Facultad de Artes"|"Diseño Industrial"|9|"Masculino"|"3=Regular"|"3=Regular"|"5=Excelente"|"4=Bueno"|"3=Regular"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"||"no gastar en materiales caros para proyectos de bajo rango (polímeros) es caro y los diseños no van acorde al precio, también los malos talleres no se prestan para trabajar."|
778|1293|"2015-12-02 14:18:16"|1|"es"||"Pasto"|"Facultad de Ciencias Exactas y Naturales"|"Biología"|2|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"NS/NR"|"3=Regular"|"4=Bueno"|"4=Bueno"||"La parte académica está bien fundamentada, aunque sería bueno implementar más actividades de evaluación como exposiciones y talleres cortos para mayor aprendizaje."|
779|1295|"2015-12-02 14:23:22"|1|"es"||"Pasto"|"Facultad de Ciencias Exactas y Naturales"|"Biología"|10|"Femenino"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"2=Malo"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"||"Me gustaría que se mejore que la enseñanza sea más didáctica, y que se tengan en cuentan las cuestiones que tiene mas auge en la actualidad. "|
780|1298|"2015-12-02 15:50:15"|1|"es"||"Pasto"|"Facultad de Ciencias Exactas y Naturales"|"Biología"|10|"Femenino"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"2=Malo"|"3=Regular"|"3=Regular"|"siempre se realizan en los mismos lugares, hay bajo presupuesto, son muy cortas. En una sola practica van estudiantes de al menos tres materias diferentes y eso en algunas ocasiones dificulta el desarrollo de la practica "|"Me gustaria que se incluyeran en el pensum algunas materias que son muy importantes y que solo se ofrecen como electivas. "|
781|1300|"2015-12-02 16:49:24"|1|"es"||"Pasto"|"Facultad de Ciencias Humanas"|"Licenciatura en Filosofía y Letras"|7|"Femenino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"2=Malo"|"Porque cada vez que se pide realizar prácticas no dan permiso por falta de recursos"|"Cambiar el pensum, para que el programa de ser bueno pace hacer excelente"|
782|1302|"2015-12-02 17:01:29"|1|"es"||"Pasto"|"Facultad de Ciencias Exactas y Naturales"|"Biología"|10|"Masculino"|"4=Bueno"|"3=Regular"|"5=Excelente"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"||"Se necesita más especialistas dentro de cada área de estudio. "|
783|1309|"2015-12-02 18:31:21"|1|"es"||"Pasto"|"Facultad de Ciencias Humanas"|"Licenciatura en Filosofía y Letras"|9|"Masculino"|"3=Regular"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"2=Malo"|"1=Muy Malo"|"3=Regular"|"3=Regular"|"2=Malo"|"2=Malo"|"2=Malo"|"1=Muy Malo"|"2=Malo"|"1=Muy Malo"|"1=Muy Malo"|"4=Bueno"||"los Docentes, el personal administrativo por los problemas de acreditacion que presentan y la indraestructura."|
784|1311|"2015-12-02 20:01:03"|1|"es"||"Pasto"|"Facultad de Ingeniería Agroindustrial"|"Ingeniería Agroindustrial"|8|"Femenino"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"2=Malo"|"2=Malo"|"2=Malo"|"3=Regular"|"falta disponibilidad de transporte, y la gestión de los recursos económicos es muy complicado y tedioso antes y después de las practicas.requiere mucho tiempo y estar muy de buenas para que la universidad desembolse de una manera rapidez.  es muy ineficiente "|"falta una mayor visualización de la realidad de nuestra carrera y el enfoque, con los problemas del entorno. y en mayor medida de nuestro departamento."|
785|1312|"2015-12-02 19:49:53"|1|"es"||"Pasto"|"Facultad de Ingeniería Agroindustrial"|"Ingeniería Agroindustrial"|8|"Masculino"|"4=Bueno"|"3=Regular"|"2=Malo"|"1=Muy Malo"|"1=Muy Malo"|"2=Malo"|"3=Regular"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"1=Muy Malo"|"2=Malo"|"4=Bueno"|"3=Regular"|"el numero de practicas académicas en el semestre es muy bajo o casi nulo "|"mucho de los conceptos adquiridos son teóricos deben ser mas prácticos y aplicados a la formación profesional "|
786|1313|"2015-12-02 19:52:57"|1|"es"||"Pasto"|"Facultad de Ingeniería Agroindustrial"|"Ingeniería Agroindustrial"|6|"Masculino"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"El apoyo económico por parte de los directivos de la Universidad es casi nulo. Pues somo los estudiantes quienes aportamos el mayor capital económico y donde pues dependiendo del lugar y el tiempo muchas veces se es alto."|"Docentes con un mayor grado de estudios como formación en maestrías y doctorados por ejemplo. Al igual que la mayoría de los docentes sean de tiempo completo"|
787|1314|"2015-12-02 19:59:27"|1|"es"||"Pasto"|"Facultad de Ingeniería Agroindustrial"|"Ingeniería Agroindustrial"|6|"Masculino"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"los equipos y la infraestructura no se encuentran en las mejores condiciones."|"equipos e infraestructura para el desarrollo de las practicas académicas. "|
788|1315|"2015-12-02 19:56:47"|1|"es"||"Pasto"|"Facultad de Ingeniería Agroindustrial"|"Ingeniería Agroindustrial"|6|"Masculino"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"3=Regular"|"3=Regular"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"2=Malo"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"Las expectativas de muchos de los estudiantes, son el cumplimiento y enseñanza centrada y enfocada en un campo laboral sostenible, en la cual se explique los conocimientos mas que suficientes para que esta ambición sea realidad.  Esta necesidad esta siendo satisfactoriamente cumplida por parte de los docentes y área administrativa de la facultad de ingeniería agro industrial, de tal forma, que todo se encuentra en un buen nivel, por lo tanto no habría inconformidades, puesto que el compromiso de toda la facultad hacia el correcto desarrollo de sus estudiantes demuestra que se esta yendo por un buen camino y no haría falta cambios drásticos ni mejoras contundentes, sin embargo, eso no quiere decir que esto se debe quedar de esta manera, pues la mejora constante siempre debe ser un requisito moral y de calidad por parte de todo el personal educativo tanto como lo son sus docentes, área administrativa y sus estudiantes."|
789|1316|"2015-12-02 19:50:16"|1|"es"||"Pasto"|"Facultad de Ingeniería Agroindustrial"|"Ingeniería Agroindustrial"|8|"Femenino"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"5=Excelente"|"5=Excelente"||"creo que es muy buena"|
790|1317|"2015-12-02 19:53:22"|1|"es"||"Pasto"|"Facultad de Ingeniería Agroindustrial"|"Ingeniería Agroindustrial"|8|"Masculino"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"1=Muy Malo"|"1=Muy Malo"|"1=Muy Malo"|"4=Bueno"||"aulas, salones de informatica, material bibliografico."|
791|1318|"2015-12-02 19:55:33"|1|"es"||"Pasto"|"Facultad de Ingeniería Agroindustrial"|"Ingeniería Agroindustrial"|8|"Femenino"|"5=Excelente"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"||"la parte de las practicas en planta piloto, que todos los equipos funcionen adecuadamente para desarrollar los productos"|
792|1320|"2015-12-02 20:05:09"|1|"es"||"Pasto"|"Facultad de Ciencias Humanas"|"Licenciatura en Filosofía y Letras"|9|"Masculino"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"||"reorganizar el curriculum, adaptarlo a las condiciones sociales"|
793|1322|"2015-12-02 20:24:06"|1|"es"||"Pasto"|"Facultad de Ciencias Humanas"|"Licenciatura en Filosofía y Letras"|10|"Femenino"|"3=Regular"|"3=Regular"|"4=Bueno"|"3=Regular"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"2=Malo"|"4=Bueno"|"2=Malo"|"Dado que los recursos de los cuales dispone el programa son mínimos estos restringen al máximo este tipo de salidas academicas, siendo en algunos semestres inexistentes "|"La dinamca, requisitos y medios por los cuales el estudiante puede hacerse acreedor al título profesional , pues si bien el trabajo de grado fomenta el espíritu investigación en los estudiantes, existen otros medios como los diplomados y pasantias que animan al mismo a poner a prueba sus conocimientos y habilidades para salir al campo laboral con las mismas o mayores cualidades que se obtienen después de realizar un trabajo de grado o "" tesis"" y sin tanto obstaculo (tiempo o asesoramiento)y que de igual manera no se dalen de los estatutos, acuerdos y directrices del alma mater."|
794|1323|"2015-12-02 20:22:20"|1|"es"||"Pasto"|"Facultad de Ingeniería Agroindustrial"|"Ingeniería Agroindustrial"|8|"Femenino"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"3=Regular"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"2=Malo"|"En nuestro caso en. Planta piloto en algunos casos es difícil llevar acabo las prácticas debido a la falta recursos y materiales  Y en algunos casos falta de equipos "|"debería mejorarse la didáctica de dictar clases de algunos profesores Mejorar la bibliografía que hace referencia a nuestra carrera"|
795|1325|"2015-12-02 20:26:49"|1|"es"||"Pasto"|"Facultad de Ciencias Humanas"|"Licenciatura en Filosofía y Letras"|15|"Masculino"|"4=Bueno"|"4=Bueno"|"3=Regular"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"4=Bueno"|"3=Regular"|"4=Bueno"|"4=Bueno"|"3=Regular"|"de salidas a un foro a otras ciudades solo se dio una sola vez "|"hacer mas grupos de investigación no  cerrarse solo ala filosofía de la mente "|
796|1327|"2015-12-02 20:31:11"|1|"es"||"Pasto"|"Facultad de Ingeniería Agroindustrial"|"Ingeniería Agroindustrial"|8|"Femenino"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"5=Excelente"|"5=Excelente"|"4=Bueno"|"4=Bueno"|"4=Bueno"|"3=Regular"|"3=Regular"|"4=Bueno"|"4=Bueno"|"5=Excelente"||"mejorar o dar mayor importancia a los equipos de planta piloto, ya que existen equipos que estan dañados "|
